DAP,RTP
23.73,24.2
23.73,23.69
23.73,24.2
23.73,24.46
23.73,24.2
23.73,23.17
23.73,15.3
23.73,15.16
23.73,23.17
26.06,23.7
26.06,17.41
26.06,23.67
26.06,24.2
26.06,23.7
26.06,23.7
26.06,23.7
26.06,17.41
26.06,23.17
26.06,23.69
26.06,17.4
26.06,24.98
24.24,23.68
24.24,23.7
24.24,23.7
24.24,22.17
24.24,22.17
24.24,17.42
24.24,17.41
24.24,16.46
24.24,16.45
24.24,16.87
24.24,17.41
24.24,16.65
23.5,16.26
23.5,16.27
23.5,16.45
23.5,16.25
23.5,16.45
23.5,16.2
23.5,16.17
23.5,16.2
23.5,16.07
23.5,15.23
23.5,15.24
23.5,15.24
23.13,16.22
23.13,16.17
23.13,16.25
23.13,16.86
23.13,16.86
23.13,17.42
23.13,17.42
23.13,17.42
23.13,17.43
23.13,17.41
23.13,16.85
23.13,17.42
23.34,17.43
23.34,17.43
23.34,19.97
23.34,22.8
23.34,22.82
23.34,22.82
23.34,24.2
23.34,23.47
23.34,19.97
23.34,19.95
23.34,19.97
23.34,19.95
26.88,24.22
26.88,24.2
26.88,19.97
26.88,25.28
26.88,25.96
26.88,25.19
26.88,25.46
26.88,25.2
26.88,24.72
26.88,25.28
26.88,25.46
26.88,25.46
31.87,25.98
31.87,26.98
31.87,27.26
31.87,27.76
31.87,29.07
31.87,30.88
31.87,34.69
31.87,35.01
31.87,34.87
31.87,35.12
31.87,34.97
31.87,27.33
35.33,26.26
35.33,26.3
35.33,26.28
35.33,27.76
35.33,27.79
35.33,30.82
35.33,30.64
35.33,30.65
35.33,30.75
35.33,30.95
35.33,30.75
35.33,30.55
37.05,30.45
37.05,30.76
37.05,30.79
37.05,30.87
37.05,30.86
37.05,30.46
37.05,30.47
37.05,30.67
37.05,30.66
37.05,30.69
37.05,30.37
37.05,27.95
36.28,27.26
36.28,27.76
36.28,27.78
36.28,27.46
36.28,27.46
36.28,27.58
36.28,25.94
36.28,25.96
36.28,25.96
36.28,26.29
36.28,26.61
36.28,26.91
34.72,26.91
34.72,27.8
34.72,27.35
34.72,27.63
34.72,27.68
34.72,27.57
34.72,27.55
34.72,26.92
34.72,27.14
34.72,27.79
34.72,27.99
34.72,28.1
32.5,28.7
32.5,28.68
32.5,28.7
32.5,28.68
32.5,28.7
32.5,28.12
32.5,29.95
32.5,30.63
32.5,31
32.5,31.02
32.5,30.95
32.5,30.71
30.55,30.71
30.55,30.77
30.55,30.91
30.55,28.68
30.55,28.25
30.55,28.59
30.55,28.59
30.55,28.08
30.55,27.96
30.55,27.97
30.55,28.08
30.55,28.96
30.91,30.32
30.91,29.22
30.91,28.49
30.91,27.96
30.91,27.81
30.91,27.78
30.91,27.98
30.91,27.98
30.91,28.2
30.91,28.2
30.91,28.46
30.91,29.14
30.13,30.74
30.13,30.68
30.13,30.65
30.13,30.68
30.13,30.7
30.13,30.68
30.13,30.68
30.13,30.62
30.13,30.7
30.13,30.7
30.13,30.71
30.13,30.71
30.4,31.63
30.4,35.31
30.4,31.28
30.4,30.82
30.4,30.77
30.4,34.48
30.4,31.83
30.4,36.39
30.4,37.64
30.4,41.15
30.4,42.04
30.4,28.44
39.4,30.88
39.4,30.92
39.4,28.46
39.4,30.54
39.4,30.83
39.4,30.88
39.4,30.87
39.4,32.26
39.4,30.66
39.4,30.73
39.4,42.46
39.4,30.82
46.7,32.58
46.7,33.76
46.7,36.12
46.7,33.66
46.7,30.93
46.7,30.47
46.7,29.4
46.7,28.96
46.7,29.56
46.7,30.82
46.7,29.59
46.7,30.84
41.82,30.88
41.82,29.55
41.82,30.81
41.82,33.57
41.82,30.85
41.82,34.5
41.82,31.46
41.82,30.05
41.82,45.15
41.82,30.83
41.82,29.81
41.82,44.95
40.63,28.99
40.63,29.79
40.63,33.25
40.63,33.15
40.63,30.49
40.63,43.65
40.63,33.96
40.63,31.56
40.63,28.97
40.63,29.62
40.63,43.81
40.63,267.34
37.07,40.88
37.07,32.42
37.07,36.49
37.07,40.09
37.07,27.81
37.07,27.81
37.07,27.78
37.07,27.81
37.07,36.12
37.07,60.48
37.07,197.79
37.07,30.57
30.46,28.91
30.46,28.46
30.46,28.86
30.46,28.49
30.46,27.81
30.46,27.78
30.46,27.78
30.46,27.79
30.46,27.48
30.46,27.78
30.46,27.96
30.46,27.2
28.39,26.98
28.39,27.18
28.39,30.08
28.39,27.32
28.39,27.32
28.39,26.98
28.39,27.06
28.39,27.08
28.39,26.48
28.39,25.79
28.39,25.74
28.39,25.66
25.45,25.72
25.45,25.22
25.45,25.24
25.45,27.29
25.45,25.22
25.45,24.96
25.45,24.72
25.45,24.47
25.45,25.45
25.45,30.06
25.45,27.79
25.45,24.46
26.03,24.27
26.03,24.29
26.03,24.72
26.03,25.19
26.03,25.41
26.03,24.62
26.03,23.62
26.03,23.62
26.03,23.12
26.03,23.62
26.03,20.04
26.03,28.53
23.74,23.82
23.74,23.82
23.74,23.82
23.74,23.62
23.74,23.29
23.74,19.46
23.74,18.53
23.74,18.99
23.74,2.43
23.74,2.39
23.74,11.86
23.74,18.04
23.07,27.16
23.07,18.55
23.07,21.3
23.07,21.56
23.07,21.84
23.07,21.82
23.07,21.56
23.07,21.82
23.07,21.84
23.07,21.56
23.07,18.55
23.07,18.76
22.87,18.11
22.87,18
22.87,27.63
22.87,24.06
22.87,26.4
22.87,26.58
22.87,26.64
22.87,28.69
22.87,26.64
22.87,24.08
22.87,24.08
22.87,22.47
23.43,22.47
23.43,21.84
23.43,5.97
23.43,23.99
23.43,22.97
23.43,17.91
23.43,5.96
23.43,17.96
23.43,18.55
23.43,20.07
23.43,21.56
23.43,2.37
25.17,2.37
25.17,18.76
25.17,1.1
25.17,21.54
25.17,21.8
25.17,2.39
25.17,5.95
25.17,5.96
25.17,6.55
25.17,18.54
25.17,20.66
25.17,11.86
30.56,23.6
30.56,24.9
30.56,21.32
30.56,18.55
30.56,21.57
30.56,18.55
30.56,7.59
30.56,6.07
30.56,23.69
30.56,25.71
30.56,25.68
30.56,26.7
31.48,28.75
31.48,27.78
31.48,27.76
31.48,27.76
31.48,27.77
31.48,27.78
31.48,28.66
31.48,28.16
31.48,28.65
31.48,33.61
31.48,33.61
31.48,30.02
29.82,57.23
29.82,169.51
29.82,61.72
29.82,61.45
29.82,62.37
29.82,32.05
29.82,33.93
29.82,33.9
29.82,33.23
29.82,32.03
29.82,32.06
29.82,32.03
29.6,32.54
29.6,33.21
29.6,36.4
29.6,48.74
29.6,33.22
29.6,36.98
29.6,30.03
29.6,28.64
29.6,28.64
29.6,28.67
29.6,28.6
29.6,26.93
29.96,25.79
29.96,26.3
29.96,26.78
29.96,26.78
29.96,26.78
29.96,26.27
29.96,25.77
29.96,25.77
29.96,26.17
29.96,26.27
29.96,26.27
29.96,27.3
29.36,27.46
29.36,27.48
29.36,27.46
29.36,27.28
29.36,27.46
29.36,28.48
29.36,29.59
29.36,29.53
29.36,28.96
29.36,28.46
29.36,27.93
29.36,28.96
28.78,29.13
28.78,28.85
28.78,29.46
28.78,29.53
28.78,29.56
28.78,29.56
28.78,29.55
28.78,29.55
28.78,29.85
28.78,30.18
28.78,29.87
28.78,29.45
28.56,29.42
28.56,29.45
28.56,29.45
28.56,29.21
28.56,29.21
28.56,29.09
28.56,29.18
28.56,29.51
28.56,29.56
28.56,29.59
28.56,29.57
28.56,30.62
28.31,31.08
28.31,30.73
28.31,30.16
28.31,29.46
28.31,29.32
28.31,29.32
28.31,29.04
28.31,29.06
28.31,29.19
28.31,29.04
28.31,28.91
28.31,30.18
28.16,30.71
28.16,29.11
28.16,29.03
28.16,28.3
28.16,28.82
28.16,29.18
28.16,41.18
28.16,30.74
28.16,28.55
28.16,29.04
28.16,29.06
28.16,22.19
34.81,22.42
34.81,22.24
34.81,24.74
34.81,25.99
34.81,26.83
34.81,27.81
34.81,26.93
34.81,27.81
34.81,27.28
34.81,27.46
34.81,56.78
34.81,57.08
39.62,57.08
39.62,62.47
39.62,41.23
39.62,29.48
39.62,31.12
39.62,28.46
39.62,28.18
39.62,27.81
39.62,28.46
39.62,31.06
39.62,28.96
39.62,28.82
36.25,31.09
36.25,31.09
36.25,38.91
36.25,29.48
36.25,29.09
36.25,28.42
36.25,27.31
36.25,27.28
36.25,27.26
36.25,26.23
36.25,26.18
36.25,25.98
33.89,27.78
33.89,25.79
33.89,27.19
33.89,27.26
33.89,27.31
33.89,25.99
33.89,24.78
33.89,24.71
33.89,23.06
33.89,26
33.89,25.03
33.89,26.31
28.77,23.23
28.77,22.45
28.77,26.48
28.77,26.26
28.77,25.01
28.77,22.75
28.77,22.2
28.77,22.47
28.77,21.45
28.77,21.24
28.77,21.95
28.77,27.31
27.83,29.43
27.83,30.08
27.83,28.37
27.83,29.05
27.83,26.97
27.83,22.45
27.83,21.24
27.83,18.69
27.83,20.64
27.83,21.21
27.83,20.64
27.83,24.26
24.95,25.07
24.95,24.3
24.95,26.05
24.95,26.63
24.95,25.14
24.95,24.51
24.95,24.13
24.95,23.86
24.95,23.88
24.95,23.61
24.95,23.04
24.95,26.09
22.97,26.57
22.97,26.09
22.97,26.12
22.97,26.07
22.97,23.76
22.97,21.84
22.97,21.73
22.97,24.25
22.97,24.23
22.97,24.15
22.97,21.8
22.97,20.63
20.92,18.04
20.92,18.13
20.92,19.43
20.92,18.08
20.92,18
20.92,18.09
20.92,18.06
20.92,18.04
20.92,17.9
20.92,5.94
20.92,5.94
20.92,25.04
19.7,23.61
19.7,24.33
19.7,24.35
19.7,24.38
19.7,24.36
19.7,17.87
19.7,17.84
19.7,17.81
19.7,17.74
19.7,15.92
19.7,17.24
19.7,24.51
18.51,24.56
18.51,24.55
18.51,1.1
18.51,20.64
18.51,21.15
18.51,21.59
18.51,23.58
18.51,21.63
18.51,21.21
18.51,21.26
18.51,21.23
18.51,23.75
18.46,21.33
18.46,21.28
18.46,21.33
18.46,20.65
18.46,20.65
18.46,20.65
18.46,20.65
18.46,20.65
18.46,21.22
18.46,21.35
18.46,24.53
18.46,1.12
18.71,24.38
18.71,24.39
18.71,17.71
18.71,20.14
18.71,19.67
18.71,19.65
18.71,21.39
18.71,20.99
18.71,17.67
18.71,19.67
18.71,23.41
18.71,0.28
20.8,19.16
20.8,24.35
20.8,16.11
20.8,21.53
20.8,23.91
20.8,20.65
20.8,17.92
20.8,17.94
20.8,19.65
20.8,20.13
20.8,21.7
20.8,19.66
26.05,22.17
26.05,22.05
26.05,23.04
26.05,23.09
26.05,24.51
26.05,24.52
26.05,24.5
26.05,24.63
26.05,24.54
26.05,24.5
26.05,24.52
26.05,24.46
28.56,24.52
28.56,25.11
28.56,28.07
28.56,26.97
28.56,40.91
28.56,49.51
28.56,41.18
28.56,42.97
28.56,41.03
28.56,41
28.56,39.16
28.56,27.19
28.01,24.46
28.01,24.44
28.01,24.46
28.01,24.48
28.01,24.52
28.01,24.52
28.01,24.57
28.01,24.57
28.01,24.54
28.01,24.52
28.01,24.57
28.01,24.57
27.42,24.57
27.42,24.54
27.42,24.54
27.42,24.52
27.42,24.48
27.42,24.5
27.42,24.52
27.42,24.5
27.42,24.46
27.42,23.84
27.42,24.13
27.42,24.15
27.47,24.17
27.47,24.19
27.47,23.89
27.47,24.11
27.47,24.17
27.47,24.15
27.47,24.17
27.47,24.17
27.47,24.15
27.47,24.15
27.47,24.17
27.47,24.17
28.06,23.31
28.06,23.06
28.06,23.1
28.06,23.1
28.06,23.11
28.06,23.21
28.06,23.37
28.06,25.61
28.06,25.18
28.06,23.68
28.06,25.76
28.06,27.12
26.9,24.87
26.9,24.26
26.9,23.26
26.9,24.58
26.9,23.67
26.9,23.67
26.9,25.48
26.9,25.66
26.9,27.1
26.9,24.78
26.9,25.33
26.9,25.49
26.96,25.76
26.96,25.59
26.96,25.83
26.96,25.72
26.96,25.81
26.96,25.85
26.96,27.13
26.96,27.12
26.96,25.5
26.96,23.16
26.96,23.67
26.96,23.53
26.85,25.57
26.85,24.83
26.85,27.1
26.85,25.55
26.85,25.55
26.85,25.57
26.85,27.74
26.85,24.88
26.85,27.08
26.85,25.04
26.85,24.88
26.85,24.59
26.19,23.42
26.19,25.54
26.19,25.9
26.19,27.78
26.19,27.79
26.19,28.03
26.19,28.05
26.19,27.42
26.19,27.7
26.19,27.72
26.19,26.14
26.19,20.51
34.4,21.39
34.4,21.46
34.4,22.93
34.4,28.17
34.4,27.12
34.4,27.12
34.4,57.02
34.4,57.02
34.4,34.53
34.4,27.79
34.4,37.13
34.4,22.11
38.49,24.35
38.49,42.32
38.49,184.69
38.49,167.38
38.49,223.84
38.49,40.94
38.49,37.48
38.49,23.71
38.49,27.75
38.49,23.19
38.49,23.12
38.49,33.1
35.85,107.33
35.85,37.17
35.85,37.84
35.85,33.17
35.85,40.35
35.85,299.58
35.85,85
35.85,58.86
35.85,46.13
35.85,39.72
35.85,36.22
35.85,42.27
34.28,28.15
34.28,32.98
34.28,64.99
34.28,49.03
34.28,36.15
34.28,42.87
34.28,38.18
34.28,40.49
34.28,34.35
34.28,34.19
34.28,34.14
34.28,34.23
31.24,34.29
31.24,32.89
31.24,40.89
31.24,32.98
31.24,27.82
31.24,27.8
31.24,27.75
31.24,27.8
31.24,26.19
31.24,27.82
31.24,27.8
31.24,27.88
26.57,27.88
26.57,27.86
26.57,27.82
26.57,27.82
26.57,27.75
26.57,24.05
26.57,23.89
26.57,21.05
26.57,20.4
26.57,23.74
26.57,27.72
26.57,27.05
24.2,27.22
24.2,27.22
24.2,28.05
24.2,25.62
24.2,25.03
24.2,25.03
24.2,24.82
24.2,24.23
24.2,23.83
24.2,24.52
24.2,24.43
24.2,23.93
22.51,25.04
22.51,24.52
22.51,25.57
22.51,24.59
22.51,23.76
22.51,24.26
22.51,23.97
22.51,23.76
22.51,23.21
22.51,22.8
22.51,17.59
22.51,29.06
27.25,28.96
27.25,28.66
27.25,34.48
27.25,29.02
27.25,28.07
27.25,28.89
27.25,28.93
27.25,28.93
27.25,29.33
27.25,29.82
27.25,28.99
27.25,33.01
23.89,34.31
23.89,34.32
23.89,30.86
23.89,29.83
23.89,29.32
23.89,28.83
23.89,28.97
23.89,28.97
23.89,32.08
23.89,30.31
23.89,32.08
23.89,41.71
22,35.32
22,33.69
22,30.31
22,24.55
22,23.77
22,25.01
22,28.82
22,24.53
22,11.39
22,11.48
22,22.42
22,1.14
21.51,28.96
21.51,22.5
21.51,28.96
21.51,26.39
21.51,23.76
21.51,23.75
21.51,22.86
21.51,24.55
21.51,26.38
21.51,24.55
21.51,28.96
21.51,5.33
22.7,5.37
22.7,27.61
22.7,8.97
22.7,27.61
22.7,22.81
22.7,27.61
22.7,23.04
22.7,1.14
22.7,20.49
22.7,24.53
22.7,22.23
22.7,8.92
27.27,8.93
27.27,21.96
27.27,21.95
27.27,27.69
27.27,27.67
27.27,22.78
27.27,22.5
27.27,26.27
27.27,17.53
27.27,17.59
27.27,22.24
27.27,21.95
31.35,29.31
31.35,29.82
31.35,27.89
31.35,29.83
31.35,30.87
31.35,29.61
31.35,29.86
31.35,31.42
31.35,32.85
31.35,33.48
31.35,33.15
31.35,30.78
36.32,28.44
36.32,28.42
36.32,29.82
36.32,29.84
36.32,31.6
36.32,45.53
36.32,151.04
36.32,99.39
36.32,45.57
36.32,47.24
36.32,57.1
36.32,44.78
36.87,29.33
36.87,30.33
36.87,29.34
36.87,30.01
36.87,30.99
36.87,30.34
36.87,31.02
36.87,31.37
36.87,31.02
36.87,31.45
36.87,35.49
36.87,40.13
34.95,45.12
34.95,44.14
34.95,30.93
34.95,31.32
34.95,29.82
34.95,29.33
34.95,28.97
34.95,28.83
34.95,27.94
34.95,29.33
34.95,28.97
34.95,32.63
36.64,36.13
36.64,37.8
36.64,41.68
36.64,44.12
36.64,42.37
36.64,42.4
36.64,42.41
36.64,44.12
36.64,44.12
36.64,44.14
36.64,42.39
36.64,42.3
34.78,42.41
34.78,44.98
34.78,37.55
34.78,42.36
34.78,42.36
34.78,42.42
34.78,42.44
34.78,42.46
34.78,42.42
34.78,42.43
34.78,45.15
34.78,37.59
33.62,42.27
33.62,42.32
33.62,42.38
33.62,42.36
33.62,37.25
33.62,42.34
33.62,39.75
33.62,39.75
33.62,42.4
33.62,42.43
33.62,42.5
33.62,38.89
34.02,37.21
34.02,37.58
34.02,36.13
34.02,37.56
34.02,37.23
34.02,35.75
34.02,35.56
34.02,34.74
34.02,42.41
34.02,37.13
34.02,37.56
34.02,42.4
33.58,42.47
33.58,42.42
33.58,42.47
33.58,37.7
33.58,37.7
33.58,42.34
33.58,42.37
33.58,42.41
33.58,42.46
33.58,42.37
33.58,42.42
33.58,42.39
33.89,43.71
33.89,42.55
33.89,42.3
33.89,42.33
33.89,42.37
33.89,42.3
33.89,42.28
33.89,42.3
33.89,39.75
33.89,39.75
33.89,39.75
33.89,42.36
43.37,42.33
43.37,38.49
43.37,42.35
43.37,37.54
43.37,38.39
43.37,39.25
43.37,42.38
43.37,42.37
43.37,43.73
43.37,44.74
43.37,53.88
43.37,42.38
51.86,63.99
51.86,63.69
51.86,56.65
51.86,55.86
51.86,56.78
51.86,55.96
51.86,61.03
51.86,55.47
51.86,55.67
51.86,53.2
51.86,44.55
51.86,37.56
50.04,38.86
50.04,38.69
50.04,44.57
50.04,44.59
50.04,44.57
50.04,47.22
50.04,48.62
50.04,51.28
50.04,53.16
50.04,53.96
50.04,53.83
50.04,83.82
47.72,56.9
47.72,69.78
47.72,42.35
47.72,39.79
47.72,38.94
47.72,39.79
47.72,40.47
47.72,39.81
47.72,39.04
47.72,38.96
47.72,38.89
47.72,41.93
43.87,40.93
43.87,35.77
43.87,39.09
43.87,38.9
43.87,36.73
43.87,35.05
43.87,34.45
43.87,34.13
43.87,33.56
43.87,33.54
43.87,32.81
43.87,33.52
38.65,33.51
38.65,32.14
38.65,31.64
38.65,30.5
38.65,31
38.65,31
38.65,30.5
38.65,30.51
38.65,29.56
38.65,29.42
38.65,31.63
38.65,36.16
32.69,42.32
32.69,37.56
32.69,42.39
32.69,36.81
32.69,35.61
32.69,39.34
32.69,39.78
32.69,37.37
32.69,37.37
32.69,36.59
32.69,37.37
32.69,33.27
31.43,33.24
31.43,34.39
31.43,34.42
31.43,31.54
31.43,31.54
31.43,31.64
31.43,32.61
31.43,31.95
31.43,30.53
31.43,30.52
31.43,31.64
31.43,33.16
40.22,31.98
40.22,42.3
40.22,33.07
40.22,29.38
40.22,29.39
40.22,42.33
40.22,42.3
40.22,42.28
40.22,42.27
40.22,42.27
40.22,42.3
40.22,42.3
36.82,45.74
36.82,42.3
36.82,42.3
36.82,42.3
36.82,42.3
36.82,42.31
36.82,42.28
36.82,42.3
36.82,42.3
36.82,42.3
36.82,42.3
36.82,42.3
32.08,42.3
32.08,42.3
32.08,42.3
32.08,42.28
32.08,42.28
32.08,42.28
32.08,42.3
32.08,42.3
32.08,42.3
32.08,42.3
32.08,42.3
32.08,42.32
32.06,42.4
32.06,42.34
32.06,42.3
32.06,42.3
32.06,42.3
32.06,41.95
32.06,39.16
32.06,37.66
32.06,36.02
32.06,42.34
32.06,42.31
32.06,42.32
33.81,42.31
33.81,42.36
33.81,42.31
33.81,42.31
33.81,46.95
33.81,42.3
33.81,42.3
33.81,42.3
33.81,45.74
33.81,42.33
33.81,42.32
33.81,42.3
40.49,42.3
40.49,42.3
40.49,42.31
40.49,37.73
40.49,42.3
40.49,21.7
40.49,22.24
40.49,38.58
40.49,42.46
40.49,46.54
40.49,46.53
40.49,14.26
53.45,31.09
53.45,45.76
53.45,45.75
53.45,59.56
53.45,64.75
53.45,46.97
53.45,45.99
53.45,47.06
53.45,47.14
53.45,56.72
53.45,53.39
53.45,54.89
58.27,95.52
58.27,93.73
58.27,88.45
58.27,59.33
58.27,64.88
58.27,58.13
58.27,59.87
58.27,59.19
58.27,64.94
58.27,48.29
58.27,53.08
58.27,52.87
57.3,57.51
57.3,57.55
57.3,56.56
57.3,46.53
57.3,45.82
57.3,46.28
57.3,45.87
57.3,37
57.3,38.86
57.3,45.43
57.3,44.2
57.3,39.84
54.94,54.45
54.94,55.2
54.94,37.43
54.94,34.1
54.94,35.31
54.94,35.21
54.94,35.41
54.94,35.37
54.94,38.14
54.94,43.15
54.94,39.83
54.94,39.33
54.92,47.28
54.92,46.53
54.92,46.26
54.92,46.29
54.92,46
54.92,47.19
54.92,50.34
54.92,48.95
54.92,50.48
54.92,46.03
54.92,42.77
54.92,42.71
53.17,42.74
53.17,42.82
53.17,62.63
53.17,45.47
53.17,42.74
53.17,45.72
53.17,45.64
53.17,42.87
53.17,42.7
53.17,42.78
53.17,42.68
53.17,42.69
52.09,42.64
52.09,42.71
52.09,42.69
52.09,42.75
52.09,38.13
52.09,42.87
52.09,42.91
52.09,46.53
52.09,40.22
52.09,30.07
52.09,32.94
52.09,34.29
49.9,35.63
49.9,33.88
49.9,42.72
49.9,36.35
49.9,42.78
49.9,42.76
49.9,42.72
49.9,42.82
49.9,42.66
49.9,42.61
49.9,36.31
49.9,36.3
50.23,41.81
50.23,42.67
50.23,42.83
50.23,43.33
50.23,47.57
50.23,42.87
50.23,47.01
50.23,43.49
50.23,42.63
50.23,42.55
50.23,42.83
50.23,25.39
51.81,42.71
51.81,42.82
51.81,36.32
51.81,42.41
51.81,42.55
51.81,25.41
51.81,42.81
51.81,42.7
51.81,43.85
51.81,43.85
51.81,43.58
51.81,43.58
60.59,42.6
60.59,43.82
60.59,42.43
60.59,42.62
60.59,42.65
60.59,42.87
60.59,43.86
60.59,50.13
60.59,38.28
60.59,42.43
60.59,40.66
60.59,31.4
75.62,37.2
75.62,43.36
75.62,43.86
75.62,42.83
75.62,42.71
75.62,42.87
75.62,42.87
75.62,42.75
75.62,43.9
75.62,49.39
75.62,48.28
75.62,47.91
72.3,45.87
72.3,48.29
72.3,45.9
72.3,47.87
72.3,42.82
72.3,45.59
72.3,43.86
72.3,42.78
72.3,46.31
72.3,47.74
72.3,46.62
72.3,46.91
65.36,50.63
65.36,42.86
65.36,44.11
65.36,36.35
65.36,42.74
65.36,45.6
65.36,47.91
65.36,45.6
65.36,42.7
65.36,42.7
65.36,39.41
65.36,46.48
61.14,46.26
61.14,46.05
61.14,45.82
61.14,42.71
61.14,42.78
61.14,42.78
61.14,42.78
61.14,42.71
61.14,42.71
61.14,42.83
61.14,42.9
61.14,43.38
56.38,42.84
56.38,36.38
56.38,42.55
56.38,42.86
56.38,42.76
56.38,42.75
56.38,42.63
56.38,42.71
56.38,34.76
56.38,42.56
56.38,42.97
56.38,42.97
54.51,45.01
54.51,0
54.51,46.07
54.51,46.07
54.51,52.07
54.51,52.07
54.51,50.08
54.51,49.64
54.51,46.04
54.51,45.03
54.51,42.55
54.51,44.91
47.57,44.92
47.57,45.09
47.57,45.59
47.57,44.58
47.57,44.54
47.57,44.4
47.57,43.49
47.57,43.31
47.57,42.67
47.57,36.37
47.57,42.46
47.57,36.46
43.97,30.48
43.97,36.43
43.97,42.7
43.97,42.72
43.97,42.6
43.97,42.63
43.97,42.67
43.97,42.55
43.97,42.41
43.97,42.47
43.97,42.55
43.97,42.68
38.81,44.12
38.81,46.13
38.81,42.07
38.81,42.48
38.81,42.45
38.81,42.61
38.81,42.49
38.81,42.45
38.81,42.49
38.81,42.59
38.81,42.52
38.81,42.19
37.83,41.13
37.83,42.01
37.83,41.13
37.83,42.04
37.83,38.49
37.83,33.34
37.83,42.55
37.83,42.08
37.83,38.99
37.83,37.74
37.83,37.74
37.83,37.15
36.3,39.49
36.3,37.14
36.3,27.14
36.3,27.02
36.3,35.5
36.3,35.34
36.3,35.09
36.3,33.35
36.3,33.33
36.3,24.4
36.3,24.37
36.3,27.35
36.69,34.12
36.69,32.34
36.69,17.62
36.69,18.04
36.69,17.65
36.69,17.96
36.69,17.98
36.69,18.06
36.69,19.07
36.69,24.15
36.69,24.1
36.69,17.9
40.44,23.95
40.44,36.64
40.44,24.37
40.44,30.73
40.44,30.6
40.44,24.17
40.44,24.22
40.44,30.6
40.44,24.24
40.44,24.4
40.44,24.37
40.44,24.33
39.15,30.48
39.15,32.41
39.15,30.22
39.15,36.08
39.15,36.12
39.15,36.15
39.15,36.22
39.15,36.41
39.15,36.41
39.15,36.38
39.15,35.69
39.15,40.93
40.57,42.59
40.57,42.55
40.57,42.55
40.57,42.64
40.57,42.58
40.57,42.48
40.57,42.55
40.57,42.61
40.57,42.53
40.57,42.33
40.57,42.04
40.57,40.14
43.25,36.36
43.25,36.78
43.25,36.75
43.25,36.81
43.25,36.88
43.25,36.88
43.25,36.95
43.25,37.3
43.25,36.69
43.25,38.89
43.25,42.59
43.25,42.59
43.79,38.8
43.79,41.07
43.79,41.51
43.79,42.06
43.79,42.56
43.79,42.55
43.79,42.58
43.79,42.62
43.79,112.23
43.79,112.23
43.79,112.23
43.79,65.42
43.8,88.6
43.8,88.6
43.8,32.41
43.8,32.41
43.8,41.54
43.8,62.4
43.8,69.52
43.8,69.88
43.8,34.18
43.8,42.04
43.8,34.27
43.8,32.21
42.11,27.93
42.11,26.46
42.11,32.45
42.11,41.88
42.11,44.08
42.11,44.08
42.11,50.07
42.11,73.49
42.11,32.36
42.11,28.01
42.11,32.21
42.11,32.39
40.3,32.33
40.3,32.21
40.3,32.6
40.3,35.12
40.3,32.48
40.3,44.33
40.3,51.15
40.3,51.15
40.3,69.56
40.3,43.58
40.3,62.9
40.3,27.85
40.66,25.98
40.66,32.21
40.66,27.88
40.66,32.48
40.66,32.45
40.66,27.88
40.66,25.95
40.66,24.62
40.66,14.7
40.66,24.11
40.66,14.66
40.66,23.77
39.53,32.43
39.53,32.39
39.53,26.61
39.53,32.45
39.53,32.39
39.53,32.48
39.53,27.85
39.53,27.85
39.53,32.27
39.53,40.25
39.53,32.51
39.53,32.44
40.38,32.27
40.38,21.51
40.38,29.07
40.38,27.93
40.38,27.42
40.38,26.14
40.38,24.59
40.38,24.56
40.38,26.09
40.38,32.51
40.38,30.16
40.38,29.52
42.8,27.84
42.8,28.31
42.8,30.48
42.8,32.42
42.8,32.48
42.8,32.45
42.8,33.07
42.8,38.71
42.8,37.74
42.8,39
42.8,38.82
42.8,19.22
49.28,31.44
49.28,32.24
49.28,32.45
49.28,32.51
49.28,32.51
49.28,32.36
49.28,32.36
49.28,32.3
49.28,32.36
49.28,32.33
49.28,32.36
49.28,32.36
47.2,42.41
47.2,43.97
47.2,43.97
47.2,46.95
47.2,43.42
47.2,42.29
47.2,33.63
47.2,42.96
47.2,50.94
47.2,50.94
47.2,48.52
47.2,33.35
45.74,42.46
45.74,33.56
45.74,33.46
45.74,33.25
45.74,32.42
45.74,34.15
45.74,43.93
45.74,33.15
45.74,32.39
45.74,32.42
45.74,29.71
45.74,43
43.68,36.69
43.68,32.48
43.68,33.33
43.68,42.92
43.68,44.15
43.68,42.92
43.68,44.15
43.68,44.15
43.68,32.46
43.68,32.42
43.68,32.39
43.68,41.91
41.84,37.02
41.84,35.67
41.84,29.78
41.84,32.24
41.84,32.33
41.84,32.34
41.84,38.75
41.84,38.96
41.84,32.48
41.84,33.14
41.84,44.69
41.84,40.64
40.37,38.36
40.37,40.02
40.37,44.32
40.37,44.32
40.37,46.41
40.37,32.39
40.37,35.03
40.37,33.17
40.37,33.24
40.37,34.68
40.37,37.6
40.37,32.36
38.86,32.33
38.86,32.39
38.86,32.48
38.86,32.48
38.86,48
38.86,37.05
38.86,40.97
38.86,32.38
38.86,32.38
38.86,29.97
38.86,31.46
38.86,32.39
36.27,35.06
36.27,32.86
36.27,36.77
36.27,35.03
36.27,34.15
36.27,33.07
36.27,32.33
36.27,32.27
36.27,32.27
36.27,32.3
36.27,32.27
36.27,36.82
34.14,35.43
34.14,34.94
34.14,35.37
34.14,35.3
34.14,33.18
34.14,33.18
