DAP,RTP
26.16,22.18
26.16,22.18
26.16,22.47
26.16,21.62
24.28,21.57
24.28,21.54
24.28,21.59
24.28,21.42
24.28,21.33
24.28,21.23
24.28,21.05
24.28,19.67
24.28,19.14
24.28,18.17
24.28,19.1
24.28,19.24
22.44,18.07
22.44,18.02
22.44,18.04
22.44,17.13
22.44,17.08
22.44,16.78
22.44,16.7
22.44,15.18
22.44,15.2
22.44,16.77
22.44,16.74
22.44,16.67
18.18,15.28
18.18,15.27
18.18,15.97
18.18,15.11
18.18,15.14
18.18,15.05
18.18,14.28
18.18,14.15
18.18,15.04
18.18,16.15
18.18,16.84
18.18,15.08
19.47,14.11
19.47,14.27
19.47,16.55
19.47,15.87
19.47,15.04
19.47,16.53
19.47,16.48
19.47,15.03
19.47,14.96
19.47,14.03
19.47,13.87
19.47,16.36
16.62,16.45
16.62,16.33
16.62,15.02
16.62,15.03
16.62,14.99
16.62,14.99
16.62,15
16.62,14.92
16.62,13.87
16.62,14.91
16.62,14.91
16.62,14.96
14.75,14.96
14.75,14.88
14.75,14.88
14.75,14.84
14.75,14.85
14.75,14.85
14.75,14.83
14.75,13.88
14.75,13.78
14.75,13.88
14.75,13.75
14.75,14.77
14.02,14.75
14.02,14.75
14.02,14.75
14.02,14.78
14.02,14.76
14.02,14.77
14.02,14.8
14.02,14.77
14.02,14.74
14.02,13.89
14.02,13.73
14.02,13.62
13.2,13.61
13.2,13.61
13.2,13.45
13.2,13.14
13.2,12.16
13.2,12.23
13.2,12.14
13.2,12.22
13.2,12.23
13.2,12.48
13.2,12.15
13.2,13.88
12.72,14.57
12.72,17.95
12.72,13.69
12.72,13.58
12.72,13.58
12.72,13.57
12.72,13.58
12.72,13.21
12.72,13.42
12.72,13.08
12.72,12.97
12.72,13.57
11.91,18.52
11.91,18.01
11.91,18.01
11.91,15.17
11.91,15.17
11.91,18
11.91,18.02
11.91,16.3
11.91,14.6
11.91,16.34
11.91,18.02
11.91,18
13.14,17.99
13.14,19.58
13.14,18.01
13.14,15.68
13.14,14.65
13.14,14.65
13.14,15.64
13.14,15.22
13.14,13.96
13.14,13.66
13.14,13.66
13.14,12.14
16.3,11.36
16.3,12.15
16.3,12.23
16.3,14.67
16.3,14.7
16.3,14.72
16.3,15.01
16.3,15.04
16.3,15.04
16.3,15.08
16.3,15.79
16.3,13.95
18.74,13.88
18.74,13.96
18.74,12.76
18.74,12.78
18.74,13.85
18.74,12.17
18.74,12.17
18.74,8.42
18.74,15.07
18.74,15.07
18.74,15.17
18.74,16.1
18.95,18.06
18.95,18.06
18.95,18.06
18.95,16.28
18.95,16.29
18.95,16.26
18.95,16.31
18.95,17.13
18.95,16.24
18.95,16.06
18.95,16.12
18.95,16.12
20.19,18.78
20.19,18.77
20.19,18.3
20.19,18.07
20.19,16.12
20.19,16.12
20.19,16.12
20.19,16.12
20.19,16.11
20.19,16.11
20.19,16.11
20.19,16.03
21.72,16.11
21.72,16.24
21.72,16.26
21.72,16.3
21.72,16.34
21.72,18.05
21.72,18.53
21.72,18.53
21.72,18.13
21.72,18.07
21.72,17.14
21.72,16.11
22.12,16.2
22.12,16.3
22.12,17.12
22.12,17.12
22.12,17.12
22.12,18.13
22.12,17.12
22.12,18.13
22.12,18.55
22.12,19.13
22.12,20.01
22.12,15.17
22.47,15.26
22.47,15.91
22.47,15.92
22.47,15.94
22.47,15.98
22.47,15.99
22.47,16.02
22.47,16.37
22.47,16.11
22.47,16.11
22.47,16.35
22.47,15.15
23.9,16.11
23.9,16.29
23.9,16.4
23.9,16.12
23.9,16.33
23.9,16.44
23.9,16.84
23.9,17.06
23.9,17.07
23.9,17.75
23.9,17.77
23.9,17.12
26.05,17.6
26.05,17.42
26.05,18.15
26.05,18.13
26.05,18.55
26.05,18.9
26.05,18.81
26.05,19.44
26.05,19.14
26.05,19.42
26.05,19.93
26.05,19.44
28.3,19.14
28.3,20.01
28.3,20.05
28.3,21.15
28.3,30.12
28.3,30.5
28.3,30.54
28.3,35.87
28.3,193.22
28.3,61.79
28.3,60.34
28.3,37.96
27.39,41.08
27.39,39.46
27.39,30.59
27.39,24.49
27.39,30.48
27.39,30.12
27.39,22.08
27.39,22.08
27.39,18.44
27.39,18.55
27.39,18.55
27.39,19.63
25.85,19.66
25.85,19.12
25.85,20.07
25.85,30.12
25.85,30.11
25.85,30.08
25.85,28.62
25.85,24.72
25.85,21.06
25.85,19.54
25.85,19.46
25.85,20.15
25.46,18.48
25.46,17.43
25.46,18.59
25.46,18.61
25.46,17.43
25.46,18.71
25.46,19.12
25.46,18.56
25.46,17.43
25.46,17.43
25.46,17.33
25.46,18.11
23.37,21.99
23.37,18.74
23.37,18.57
23.37,18.13
23.37,18.03
23.37,18.03
23.37,18.03
23.37,16.32
23.37,17.47
23.37,17.47
23.37,17.47
23.37,19.08
21.27,19.63
21.27,15.09
21.27,15.06
21.27,15.05
21.27,15.07
21.27,15.04
21.27,15.02
21.27,15.75
21.27,15.08
21.27,14.34
21.27,14.17
21.27,15.89
17.33,15.19
17.33,15.16
17.33,15.1
17.33,15.01
17.33,13.81
17.33,13.85
17.33,13.85
17.33,13.47
17.33,13.75
17.33,13.8
17.33,13.68
17.33,13.47
18.79,15.34
18.79,15.31
18.79,15.28
18.79,16.1
18.79,15.5
18.79,16.12
18.79,16.13
18.79,15.52
18.79,15.53
18.79,15.54
18.79,16.07
18.79,17.15
16.85,17.14
16.85,16.62
16.85,16.26
16.85,16.09
16.85,16.1
16.85,13.83
16.85,14.87
16.85,14.25
16.85,13.85
16.85,13.43
16.85,14.21
16.85,14.8
15.77,14.74
15.77,13.54
15.77,13.62
15.77,14.78
15.77,13.88
15.77,14.78
15.77,14.76
15.77,13.45
15.77,13.13
15.77,12.26
15.77,12.25
15.77,12.9
14.15,13.59
14.15,13.43
14.15,13.43
14.15,15.14
14.15,15.13
14.15,14.79
14.15,13.94
14.15,15.12
14.15,13.43
14.15,13.34
14.15,13.34
14.15,13.34
14.17,13.59
14.17,14.17
14.17,13.59
14.17,14.77
14.17,14.76
14.17,14.15
14.17,13.59
14.17,14.77
14.17,14.17
14.17,14.75
14.17,13.88
14.17,12.26
16.03,15.17
16.03,13.48
16.03,15.21
16.03,15.88
16.03,15.24
16.03,15.24
16.03,16.07
16.03,16.06
16.03,15.25
16.03,13.55
16.03,13.29
16.03,11.41
17.42,15.04
17.42,13.73
17.42,13.68
17.42,13.74
17.42,13.93
17.42,13.9
17.42,15.07
17.42,15.38
17.42,15.04
17.42,15.04
17.42,15.66
17.42,15.13
19.13,14.02
19.13,16.1
19.13,16.1
19.13,16.05
19.13,16.21
19.13,16.38
19.13,16.62
19.13,18.15
19.13,18.12
19.13,20.11
19.13,22.33
19.13,16.9
21.86,16.83
21.86,16.95
21.86,19.02
21.86,18.13
21.86,18.79
21.86,19.03
21.86,19.04
21.86,23.66
21.86,19.09
21.86,17.89
21.86,19.33
21.86,17.41
24.37,16.05
24.37,16.18
24.37,18.08
24.37,18.07
24.37,17.94
24.37,17.81
24.37,18.19
24.37,20.36
24.37,17.95
24.37,18.49
24.37,18.53
24.37,18.76
25.72,19.63
25.72,19.63
25.72,19.97
25.72,19.97
25.72,21.86
25.72,21.83
25.72,20.99
25.72,22.39
25.72,22.48
25.72,23.35
25.72,24.06
25.72,23.4
27.18,22.6
27.18,23.31
27.18,23.33
27.18,23.33
27.18,23.44
27.18,23.43
27.18,23.34
27.18,24.06
27.18,24.05
27.18,24.15
27.18,24.39
27.18,23.66
29.69,23.78
29.69,24.4
29.69,25.3
29.69,30.48
29.69,31.15
29.69,25.55
29.69,30.51
29.69,30.51
29.69,26.07
29.69,31.15
29.69,31.13
29.69,24.62
31.03,25.01
31.03,28.46
31.03,23.98
31.03,27.82
31.03,24.73
31.03,27.86
31.03,25.12
31.03,27.86
31.03,47.94
31.03,48.74
31.03,59.72
31.03,30.9
33.2,28.92
33.2,30.92
33.2,23.89
33.2,28.15
33.2,25.32
33.2,31.25
33.2,38.37
33.2,38.8
33.2,26.97
33.2,25.2
33.2,25.65
33.2,25.33
36.01,50.37
36.01,47.22
36.01,36.14
36.01,30.75
36.01,30.52
36.01,28.67
36.01,30.33
36.01,33.93
36.01,28.65
36.01,33.15
36.01,46.43
36.01,27.93
40.31,26.59
40.31,27.12
40.31,30.81
40.31,34.45
40.31,37.22
40.31,37.3
40.31,34.53
40.31,34.5
40.31,26.21
40.31,26.06
40.31,25.83
40.31,27.1
41.5,52.73
41.5,58.81
41.5,48.2
41.5,54
41.5,48.16
41.5,38.49
41.5,48.41
41.5,38.69
41.5,38.49
41.5,38.69
41.5,38.49
41.5,33.62
36.88,33.47
36.88,31.5
36.88,33.62
36.88,38.49
36.88,38.41
36.88,38.76
36.88,42.2
36.88,38.58
36.88,201.23
36.88,75.58
36.88,58.25
36.88,139.66
32.85,51.59
32.85,37.09
32.85,46.9
32.85,32.75
32.85,31.7
32.85,31.06
32.85,31.06
32.85,31.06
32.85,31.3
32.85,31.46
32.85,30.54
32.85,32.38
31.15,32.85
31.15,31.87
31.15,37.26
31.15,38.06
31.15,38.09
31.15,36.45
31.15,38.3
31.15,36.49
31.15,33.75
31.15,31.47
31.15,36.68
31.15,31.5
28.88,28.15
28.88,27.03
28.88,27.7
28.88,27.89
28.88,25.72
28.88,47.39
28.88,25.14
28.88,25
28.88,35.04
28.88,24.99
28.88,25.01
28.88,25.96
24.65,25.14
24.65,25.43
24.65,27.62
24.65,26.33
24.65,25.58
24.65,25.21
24.65,25.17
24.65,23.92
24.65,23.45
24.65,22.87
24.65,21.63
24.65,26.74
23.03,26.71
23.03,25.14
23.03,25.06
23.03,24.75
23.03,24.13
23.03,24.27
23.03,24.91
23.03,24.89
23.03,24.26
23.03,23.39
23.03,24.6
23.03,34.17
21.43,27.94
21.43,33.45
21.43,30.59
21.43,30.41
21.43,29.87
21.43,27.89
21.43,25.39
21.43,24.13
21.43,24.49
21.43,24.65
21.43,23.65
21.43,23.81
19.84,22.4
19.84,22.08
19.84,22.08
19.84,22.08
19.84,22.08
19.84,22.04
19.84,22.02
19.84,22
19.84,22.04
19.84,22.09
19.84,22.06
19.84,21.47
17.67,21.41
17.67,21.12
17.67,21.07
17.67,21.38
17.67,21.07
17.67,21.04
17.67,20.98
17.67,21
17.67,21.02
17.67,21.02
17.67,21.06
17.67,21.52
16.86,22.2
16.86,22.2
16.86,22.2
16.86,22.2
16.86,22.27
16.86,22.2
16.86,22.25
16.86,22.25
16.86,22.25
16.86,22.22
16.86,22.22
16.86,22.22
16.64,22.2
16.64,21.35
16.64,21.31
16.64,21.03
16.64,21.29
16.64,21.38
16.64,21.43
16.64,21.46
16.64,22.2
16.64,22.2
16.64,21.43
16.64,21.66
18.35,22.2
18.35,22.23
18.35,22.23
18.35,23.07
18.35,23.11
18.35,23.11
18.35,23.4
18.35,24.27
18.35,25.11
18.35,24.82
18.35,24.16
18.35,22.22
20.23,22.2
20.23,22.34
20.23,22.22
20.23,22.72
20.23,23.06
20.23,23.07
20.23,23.09
20.23,23.93
20.23,25.68
20.23,25.72
20.23,25.99
20.23,24.24
23.48,25.05
23.48,25.31
23.48,25.99
23.48,28.71
23.48,58.44
23.48,25.99
23.48,25.1
23.48,25.27
23.48,25.1
23.48,25.1
23.48,25.15
23.48,25.08
26.33,24.11
26.33,24.13
26.33,27.72
26.33,58.33
26.33,32.22
26.33,58.02
26.33,58.17
26.33,33.54
26.33,32.18
26.33,35.34
26.33,34.07
26.33,25.71
28.72,25.13
28.72,27.08
28.72,28.33
28.72,31.48
28.72,58.22
28.72,31.1
28.72,30.11
28.72,30.48
28.72,29.69
28.72,28.63
28.72,28.94
28.72,32.11
29.77,33.1
29.77,33.12
29.77,32.23
29.77,32.05
29.77,32.05
29.77,32.02
29.77,32.02
29.77,32.22
29.77,33.08
29.77,33.82
29.77,33.88
29.77,36.85
31.3,37.12
31.3,37.13
31.3,36.84
31.3,36.26
31.3,36.38
31.3,36.55
31.3,36.85
31.3,36.83
31.3,37.02
31.3,37.08
31.3,37.08
31.3,36.28
32.87,33.77
32.87,33.8
32.87,36.32
32.87,36.65
32.87,36.07
32.87,37.13
32.87,37.21
32.87,37.24
32.87,37.24
32.87,37.18
32.87,37.21
32.87,36.82
34.85,36.17
34.85,37
34.85,36.7
34.85,35.76
34.85,35.85
34.85,33.74
34.85,32.23
34.85,31.96
34.85,31.79
34.85,30.88
34.85,30.82
34.85,27.73
35.17,27.05
35.17,26.35
35.17,30.76
35.17,30.79
35.17,30.68
35.17,31.15
35.17,31.09
35.17,31.09
35.17,31.15
35.17,31.06
35.17,31.12
35.17,27.11
39.92,29.14
39.92,29.91
39.92,28.72
39.92,28.46
39.92,30.05
39.92,28.7
39.92,30.05
39.92,30.78
39.92,30.52
39.92,32.12
39.92,32.09
39.92,29.95
50.71,30.03
50.71,29.89
50.71,31.04
50.71,32.09
50.71,32.09
50.71,30.94
50.71,32.09
50.71,32.29
50.71,35.57
50.71,35.68
50.71,56.7
50.71,93.73
39.53,46.47
39.53,46.6
39.53,85.66
39.53,134.45
39.53,168.87
39.53,68.61
39.53,64
39.53,63.94
39.53,49.66
39.53,56.02
39.53,56.18
39.53,37.38
33.67,37.41
33.67,37.34
33.67,37.38
33.67,56.68
33.67,37.83
33.67,170.92
33.67,56.18
33.67,37.38
33.67,49.79
33.67,56.41
33.67,56.63
33.67,65.21
32.46,32.09
32.46,32.09
32.46,32.27
32.46,32.12
32.46,32.27
32.46,32.95
32.46,33.8
32.46,33.93
32.46,32.09
32.46,30.29
32.46,30.2
32.46,33.16
30.49,33.77
30.49,33.84
30.49,34.93
30.49,55.5
30.49,39.35
30.49,36.52
30.49,34.61
30.49,34.51
30.49,33.15
30.49,33.12
30.49,33.71
30.49,34.96
28.97,33.16
28.97,32.92
28.97,36.01
28.97,47.62
28.97,35.59
28.97,33.06
28.97,32.85
28.97,32.2
28.97,38.45
28.97,27.04
28.97,27.07
28.97,29.84
24.85,26.55
24.85,23.76
24.85,71.48
24.85,34.9
24.85,31.28
24.85,29.86
24.85,26.91
24.85,26.79
24.85,25.19
24.85,23.66
24.85,23.62
24.85,32.18
21.75,25.56
21.75,25.32
21.75,25.04
21.75,24.96
21.75,24.4
21.75,24.24
21.75,24.87
21.75,25.43
21.75,24.09
21.75,24.11
21.75,24.61
21.75,24.46
21.48,26
21.48,29.03
21.48,27.11
21.48,27.11
21.48,26
21.48,24.97
21.48,24.37
21.48,24.3
21.48,23.31
21.48,22.66
21.48,21.98
21.48,20.81
19.87,20.81
19.87,19.99
19.87,20.79
19.87,21.32
19.87,20.79
19.87,20.79
19.87,20.66
19.87,19.68
19.87,19.66
19.87,19.66
19.87,19.64
19.87,19.5
17.51,19.99
17.51,19.33
17.51,19.43
17.51,19.45
17.51,19.33
17.51,19.14
17.51,18.69
17.51,18.26
17.51,18.69
17.51,18.79
17.51,19.14
17.51,19.36
17.02,19.31
17.02,19.16
17.02,19.11
17.02,19.14
17.02,19.14
17.02,19.31
17.02,19.29
17.02,19.14
17.02,19.29
17.02,19.3
17.02,19.31
17.02,19.31
16.82,19.99
16.82,19.35
16.82,19.33
16.82,19.35
16.82,19.98
16.82,19.37
16.82,19.98
16.82,20.44
16.82,20.79
16.82,21.32
16.82,21.32
16.82,20.36
19.22,20.65
19.22,20.79
19.22,21.57
19.22,22.34
19.22,22.42
19.22,22.44
19.22,22.47
19.22,22.55
19.22,22.42
19.22,22.32
19.22,22.3
19.22,21.62
19.94,20.85
19.94,19.97
19.94,19.1
19.94,19.99
19.94,20.65
19.94,22.06
19.94,23.39
19.94,23.39
19.94,23.41
19.94,25.07
19.94,25.82
19.94,21.6
21.78,18.57
21.78,20.81
21.78,20.89
21.78,20.89
21.78,22.71
21.78,23.14
21.78,23.41
21.78,23.43
21.78,23.43
21.78,23.45
21.78,24.42
21.78,22.64
23.2,22.59
23.2,22.76
23.2,22.99
23.2,23.09
23.2,23.22
23.2,23.25
23.2,24.22
23.2,27.83
23.2,25.12
23.2,27.83
23.2,28.65
23.2,26.18
24.29,25.97
24.29,29.03
24.29,25.97
24.29,25.94
24.29,26.98
24.29,25.61
24.29,25.57
24.29,25.67
24.29,26.26
24.29,28.96
24.29,31.8
24.29,31.8
27.94,32.14
27.94,32.14
27.94,29.91
27.94,26.95
27.94,26.97
27.94,26.88
27.94,26.91
27.94,29.93
27.94,54.48
27.94,139.54
27.94,87.18
27.94,28.96
28.45,23.87
28.45,27.07
28.45,31.92
28.45,52.39
28.45,55
28.45,31.98
28.45,25.41
28.45,26.33
28.45,23.89
28.45,23.07
28.45,22.42
28.45,23.67
30.16,24.08
30.16,24.15
30.16,24.61
30.16,31.8
30.16,31.61
30.16,32.01
30.16,40.65
30.16,35.31
30.16,29.13
30.16,25.65
30.16,29.27
30.16,25.58
30.7,26.19
30.7,25.51
30.7,36.73
30.7,28.38
30.7,26.59
30.7,23.9
30.7,23.29
30.7,23.43
30.7,24.49
30.7,25.52
30.7,25.46
30.7,33.08
31.48,36.65
31.48,63.86
31.48,32.4
31.48,25.03
31.48,24.15
31.48,24.15
31.48,25.48
31.48,29.68
31.48,31.95
31.48,34.29
31.48,34.26
31.48,26.26
31.61,28.59
31.61,24.12
31.61,25.03
31.61,36.38
31.61,26.26
31.61,30.18
31.61,24.29
31.61,23.6
31.61,26.17
31.61,32.34
31.61,24.12
31.61,24.96
33.11,24.59
33.11,24.4
33.11,55.24
33.11,55.24
33.11,55.24
33.11,56.42
33.11,63.57
33.11,56.47
33.11,57.68
33.11,56.42
33.11,33.04
33.11,22.18
33.49,22.13
33.49,22.13
33.49,24.13
33.49,56.35
33.49,29.1
33.49,24.13
33.49,22.18
33.49,22.6
33.49,24.48
33.49,27.93
33.49,24.82
33.49,63.28
30.2,66.33
30.2,66.33
30.2,23.87
30.2,22.05
30.2,22.01
30.2,22.11
30.2,22.18
30.2,22.18
30.2,23.1
30.2,32.28
30.2,33.58
30.2,29.74
28.21,24.78
28.21,23.85
28.21,24.96
28.21,27.68
28.21,27.92
28.21,23.85
28.21,24.91
28.21,24.65
28.21,23.65
28.21,23.61
28.21,23.61
28.21,25.07
27.31,25.04
27.31,25.07
27.31,23.87
27.31,31.58
27.31,31.58
27.31,40.19
27.31,32.3
27.31,54.94
27.31,25.07
27.31,27.95
27.31,26.34
27.31,26.34
24.57,26.09
24.57,23.87
24.57,25.09
24.57,25.09
24.57,24.2
24.57,24.1
24.57,24.89
24.57,24.11
24.57,36.76
24.57,31.86
24.57,25.96
24.57,31.89
23.44,25.69
23.44,24.62
23.44,23.13
23.44,25.39
23.44,25.14
23.44,25.36
23.44,25.4
23.44,22.68
23.44,24.63
23.44,24.98
23.44,23.1
23.44,23.52
19.6,24.09
19.6,22.1
19.6,20.78
19.6,18.43
19.6,17.18
19.6,17.07
19.6,17.09
19.6,17.06
19.6,19.01
19.6,20.14
19.6,18.95
19.6,25.12
21.27,24.52
21.27,0
21.27,0
21.27,0
21.27,0
21.27,0
21.27,0
21.27,0
21.27,0
21.27,0
21.27,0
21.27,0
20.02,0
20.02,0
20.02,0
20.02,0
20.02,0
20.02,0
20.02,0
20.02,0
20.02,0
20.02,0
20.02,0
20.02,0
18.34,0
18.34,0
18.34,0
18.34,0
18.34,0
18.34,0
18.34,0
18.34,0
18.34,0
18.34,0
18.34,0
18.34,0
17.44,0
17.44,0
17.44,0
17.44,0
17.44,0
17.44,0
17.44,0
17.44,0
17.44,0
17.44,0
17.44,0
17.44,0
17.36,0
17.36,0
17.36,0
17.36,0
17.36,0
17.36,0
17.36,0
17.36,0
17.36,0
17.36,0
17.36,0
17.36,0
19.27,0
19.27,0
19.27,0
19.27,0
19.27,0
19.27,0
19.27,0
19.27,0
19.27,0
19.27,0
19.27,0
19.27,0
19.64,0
19.64,0
19.64,0
19.64,0
19.64,0
19.64,0
19.64,0
19.64,0
19.64,0
19.64,0
19.64,0
19.64,0
20.9,0
20.9,0
20.9,0
20.9,0
20.9,0
20.9,0
20.9,0
20.9,0
20.9,0
20.9,0
20.9,0
20.9,0
22.03,0
22.03,0
22.03,0
22.03,0
22.03,0
22.03,0
22.03,0
22.03,0
22.03,0
22.03,0
22.03,0
22.03,0
25.56,0
25.56,0
25.56,0
25.56,0
25.56,0
25.56,0
25.56,0
25.56,0
25.56,0
25.56,0
25.56,0
25.56,0
27.43,0
27.43,0
27.43,0
27.43,0
27.43,0
27.43,0
27.43,0
27.43,0
27.43,0
27.43,0
27.43,0
27.43,0
28.97,0
28.97,0
28.97,0
28.97,0
28.97,0
28.97,0
28.97,0
28.97,0
28.97,0
28.97,0
28.97,0
28.97,0
29.57,0
29.57,0
29.57,0
29.57,0
29.57,0
29.57,0
29.57,0
29.57,0
29.57,0
29.57,0
29.57,0
29.57,0
30.11,0
30.11,0
30.11,0
30.11,0
30.11,0
30.11,0
30.11,0
30.11,0
30.11,0
30.11,0
30.11,0
30.11,0
31.33,0
31.33,0
31.33,0
31.33,0
31.33,0
31.33,0
31.33,0
31.33,0
31.33,0
31.33,0
31.33,0
31.33,0
32.75,0
32.75,0
32.75,0
32.75,0
32.75,0
32.75,0
32.75,0
32.75,0
32.75,0
32.75,0
32.75,0
32.75,0
34.94,0
34.94,0
34.94,0
34.94,0
34.94,0
34.94,0
34.94,0
34.94,0
34.94,0
34.94,0
34.94,0
34.94,0
34.81,0
34.81,0
34.81,0
34.81,0
34.81,0
34.81,0
34.81,0
34.81,0
34.81,0
34.81,0
34.81,0
34.81,0
31.08,0
31.08,0
31.08,0
31.08,0
31.08,0
31.08,0
31.08,0
31.08,0
31.08,0
31.08,0
31.08,0
31.08,0
29.36,0
29.36,0
29.36,0
29.36,0
29.36,0
29.36,0
29.36,0
29.36,0
29.36,0
29.36,0
29.36,0
29.36,0
28.24,0
28.24,0
28.24,0
28.24,0
28.24,0
28.24,0
28.24,0
28.24,0
28.24,0
28.24,0
28.24,0
28.24,0
25.44,0
25.44,0
25.44,0
25.44,0
25.44,0
25.44,0
25.44,0
25.44,0
25.44,0
25.44,0
25.44,0
25.44,0
22.22,0
22.22,0
22.22,0
22.22,0
22.22,0
22.22,0
22.22,0
22.22,0
22.22,0
22.22,0
22.22,0
22.22,0
19.73,0
19.73,0
19.73,0
19.73,0
19.73,0
19.73,0
19.73,0
19.73,0
19.73,0
19.73,0
19.73,0
19.73,0
20.1,22.63
20.1,22.62
20.1,22.5
20.1,21.13
20.1,20.97
20.1,20.21
20.1,20.11
20.1,17.15
20.1,16.92
20.1,16.89
20.1,16.73
20.1,20.11
19.26,16.88
19.26,16.79
19.26,19.16
19.26,19.53
19.26,16.88
19.26,16.83
19.26,16.83
19.26,16.7
19.26,16.8
19.26,16.81
19.26,16.79
19.26,20.11
17.03,16.63
17.03,16.57
17.03,16.55
17.03,16.55
17.03,15.81
17.03,15.83
17.03,16.55
17.03,15.9
17.03,16.69
17.03,16.81
17.03,16.75
17.03,16.9
16.23,16.82
16.23,16.78
16.23,16.7
16.23,16.58
16.23,16.7
16.23,16.78
16.23,16.8
16.23,16.77
16.23,16.71
16.23,16.78
16.23,16.82
16.23,18.41
16.65,16.78
16.65,16.82
16.65,16.87
16.65,16.81
16.65,16.89
16.65,17.6
16.65,18.36
16.65,18.8
16.65,18.36
16.65,16.76
16.65,18.77
16.65,14.11
18.6,15.27
18.6,15.43
18.6,15.79
18.6,15.9
18.6,16.7
18.6,16.7
18.6,20.13
18.6,20.9
18.6,20.92
18.6,20.15
18.6,20.13
18.6,13.74
18.42,15.6
18.42,15.55
18.42,15.27
18.42,16.96
18.42,16.96
18.42,16.98
18.42,20.14
18.42,17.17
18.42,17.25
18.42,20.93
18.42,19.3
18.42,15.43
19.94,17.15
19.94,17.52
19.94,17.52
19.94,21.06
19.94,21.06
19.94,21.06
19.94,22.16
19.94,21.06
19.94,21.15
19.94,21.05
19.94,22.62
19.94,20.91
20.73,20.91
20.73,21.15
20.73,21.05
20.73,21.13
20.73,22.14
20.73,20.98
20.73,21.05
20.73,22.16
20.73,22.55
20.73,22.59
20.73,22.6
20.73,22.17
22.07,22.57
22.07,22.59
22.07,22.73
22.07,22.73
22.07,23.06
22.07,24.11
22.07,23.36
22.07,24.37
22.07,24.17
22.07,24.37
22.07,23.73
22.07,22.88
24.44,22.88
24.44,23.76
24.44,25.28
24.44,24.8
24.44,25.18
24.44,24.22
24.44,24.39
24.44,24.39
24.44,24.84
24.44,25.76
24.44,30.11
24.44,33.19
26.49,27.1
26.49,30.11
26.49,26.19
26.49,25.84
26.49,25.78
26.49,27.1
26.49,26.09
26.49,26.86
26.49,25.95
26.49,30.11
26.49,26.28
26.49,27.31
27.4,41.28
27.4,32.04
27.4,23.65
27.4,23.67
27.4,22.84
27.4,22.86
27.4,22.86
27.4,22.88
27.4,23.65
27.4,24.18
27.4,25.62
27.4,26.53
29.36,27.72
29.36,27.71
29.36,27.28
29.36,26.43
29.36,26.55
29.36,27.1
29.36,33.22
29.36,33.22
29.36,48.52
29.36,39.49
29.36,39.2
29.36,32.8
30.67,32.4
30.67,32.85
30.67,48.09
30.67,98.83
30.67,93.87
30.67,34.04
30.67,47.27
30.67,39.42
30.67,37.24
30.67,157.68
30.67,87.11
30.67,33.95
31.88,48.5
31.88,131.09
31.88,80.1
31.88,161.55
31.88,160.19
31.88,57.72
31.88,57.67
31.88,56.68
31.88,37.35
31.88,35.26
31.88,36.35
31.88,35.66
33.49,35.66
33.49,37.38
33.49,50.8
33.49,57.62
33.49,60.57
33.49,124.2
33.49,58.6
33.49,58.6
33.49,39.12
33.49,39.12
33.49,39.05
33.49,41
33.55,50.19
33.55,39.05
33.55,54.27
33.55,62.96
33.55,63.86
33.55,62.91
33.55,63.92
33.55,62.9
33.55,213.41
33.55,33.92
33.55,33.95
33.55,33.95
29.34,33.98
29.34,34.01
29.34,35.94
29.34,33.95
29.34,34.01
29.34,33.98
29.34,33.98
29.34,31.53
29.34,48.55
29.34,26.83
29.34,26.87
29.34,27.18
27.53,27.1
27.53,26.87
27.53,27.98
27.53,28
27.53,27.09
27.53,27.03
27.53,26.5
27.53,26.19
27.53,26.5
27.53,26.78
27.53,26.22
27.53,34.06
27.79,32.34
27.79,33.8
27.79,28.18
27.79,28.05
27.79,28
27.79,28.19
27.79,28.09
27.79,27.93
27.79,27.8
27.79,26.92
27.79,27.34
27.79,27.27
24.57,27.4
24.57,27.34
24.57,27.62
24.57,27.58
24.57,27.47
24.57,27.56
24.57,28.44
24.57,27.82
24.57,31.95
24.57,26.71
24.57,25.62
24.57,37.74
23.36,28.41
23.36,27.93
23.36,36.08
23.36,27.77
23.36,26.59
23.36,26.57
23.36,26.4
23.36,25.78
23.36,24.75
23.36,24.76
23.36,23.85
23.36,25.08
21.01,25.07
21.01,24.99
21.01,24.95
21.01,24.88
21.01,24.71
21.01,24.74
21.01,24.98
21.01,25.07
21.01,24.96
21.01,22.81
21.01,22.97
21.01,22.95
22.09,22.97
22.09,22.91
22.09,24.35
22.09,24.37
22.09,24.35
22.09,23.67
22.09,22.86
22.09,22.84
22.09,22.67
22.09,21.66
22.09,21.65
22.09,22.12
19.87,21.15
19.87,21.06
19.87,21.52
19.87,22.53
19.87,22.46
19.87,22.14
19.87,22.14
19.87,21.21
19.87,22.89
19.87,22.51
19.87,22.89
19.87,22.51
18.9,22.47
18.9,22.43
18.9,22.46
18.9,22.45
18.9,22.44
18.9,22.41
18.9,22.14
18.9,21.66
18.9,21.13
18.9,21.13
18.9,21.09
18.9,22.91
17.88,22.43
17.88,22.39
17.88,22.41
17.88,22.35
17.88,22.37
17.88,22.14
17.88,22.03
17.88,21.79
17.88,22
17.88,22
17.88,21.17
17.88,21.87
17.85,21.88
17.85,22.14
17.85,22.14
17.85,22.14
17.85,22.14
17.85,22.06
17.85,22.14
17.85,22.12
17.85,22.16
